date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:37:45	8221/8221	---M--	200	added ('OK')	image/png	etag:%227392463c6587b378939b0feb5db50c32%22	https://rectifyprotocolnode.vercel.app/navigat/assets/spatium.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/spatium.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:46	4435/4435	---M--	200	added ('OK')	image/jpeg	etag:%22dba5370924c0574d529e94347d8f2a48%22	https://rectifyprotocolnode.vercel.app/navigat/assets/safepal.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/safepal.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:47	35186/35186	---M--	200	added ('OK')	image/png	etag:%222a5a9029eca64b05cd4927a5c2ede986%22	https://rectifyprotocolnode.vercel.app/navigat/assets/infinto.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/infinto.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:47	91546/91546	---M--	200	added ('OK')	image/png	etag:%22ff0a9a9979eb2a80d853dc817ffb1979%22	https://rectifyprotocolnode.vercel.app/navigat/assets/ownbit.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/ownbit.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:48	14717/14717	---M--	200	added ('OK')	image/jpeg	etag:%22cfb26b1d860e7d834da66ea62702a07b%22	https://rectifyprotocolnode.vercel.app/navigat/assets/easypocket.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/easypocket.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:48	15379/15379	---M--	200	added ('OK')	image/png	etag:%2220c9c6bd88b87c8c11e08e8976456a3a%22	https://rectifyprotocolnode.vercel.app/navigat/assets/bridge.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/bridge.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:49	5143/5143	---M--	200	added ('OK')	image/png	etag:%22d7087cc78317d6c5b46ebef796d55938%22	https://rectifyprotocolnode.vercel.app/navigat/assets/sparkpoint.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/sparkpoint.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:50	73165/73165	---M--	200	added ('OK')	image/png	etag:%2214986ea28a861b0433a5004e9f41cb59%22	https://rectifyprotocolnode.vercel.app/navigat/assets/viawallet.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/viawallet.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:51	92951/92951	---M--	200	added ('OK')	image/png	etag:%223b90ace6832e5b149119f4e28697a1cf%22	https://rectifyprotocolnode.vercel.app/navigat/assets/peakdefi.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/peakdefi.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:51	70151/70151	---M--	200	added ('OK')	image/png	etag:%22b92f371e3728ef11386636b69582ab64%22	https://rectifyprotocolnode.vercel.app/navigat/assets/unstoppable.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/unstoppable.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:52	4620/4620	---M--	200	added ('OK')	image/png	etag:%2200a40775b1b9c21acacf4ec7d612a450%22	https://rectifyprotocolnode.vercel.app/navigat/assets/halodefi.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/halodefi.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:52	126192/126192	---M--	200	added ('OK')	image/png	etag:%2284d5b489f5b52df070b6008120a06971%22	https://rectifyprotocolnode.vercel.app/navigat/assets/dok.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/dok.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:53	3128/3128	---M--	200	added ('OK')	image/png	etag:%221160fdc2b14ece708a3a2fb1113bd685%22	https://rectifyprotocolnode.vercel.app/navigat/assets/midas.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/midas.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:53	36107/36107	---M--	200	added ('OK')	image/png	etag:%2258061b4c9e251bb945eab47e5dafcf93%22	https://rectifyprotocolnode.vercel.app/navigat/assets/ellipal.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/ellipal.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:54	37523/37523	---M--	200	added ('OK')	image/png	etag:%221e72c1e5a9697cca8b0ef1b245f6572b%22	https://rectifyprotocolnode.vercel.app/navigat/assets/keyringpro.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/keyringpro.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:55	4408/4408	---M--	200	added ('OK')	image/jpeg	etag:%220af9182a920bd450df67e926b0a15728%22	https://rectifyprotocolnode.vercel.app/navigat/assets/aktionariat.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/aktionariat.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:56	55904/55904	---M--	200	added ('OK')	image/png	etag:%22df6070c214734c9a844acac6b07f07fc%22	https://rectifyprotocolnode.vercel.app/navigat/assets/talken.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/talken.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:56	62558/62558	---M--	200	added ('OK')	image/png	etag:%22fe7f5689adca42603cc0f129417efd62%22	https://rectifyprotocolnode.vercel.app/navigat/assets/flare.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/flare.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:57	83665/83665	---M--	200	added ('OK')	image/png	etag:%22dffb58cc9aa845a79d9e0458aeb88855%22	https://rectifyprotocolnode.vercel.app/navigat/assets/paytube.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/paytube.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:58	6024/6024	---M--	200	added ('OK')	image/jpeg	etag:%22556700eebde78fdb9814f21c66f1fb0d%22	https://rectifyprotocolnode.vercel.app/navigat/assets/linen.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/linen.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
